CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,TIMESTAMP,POLYLINE
C,,,20000612,07-01 11,"[[-858 4117]
 [-857 4117]
 [-858 4117]
 [-858 4116]
 [-858 4115]]"
A,55796.0,,20000386,07-01 12,"[[-858 4118]
 [-858 4119]
 [-859 4119]
 [-858 4119]
 [-858 4118]
 [-859 4119]
 [-858 4118]
 [-858 4117]
 [-858 4116]
 [-858 4115]]"
A,44210.0,,20000153,07-01 11,"[[-866 4118]
 [-865 4118]
 [-865 4117]
 [-865 4118]]"
A,63882.0,,20000005,07-01 10,"[[-860 4119]
 [-859 4119]
 [-859 4118]
 [-858 4118]
 [-858 4119]
 [-857 4119]
 [-857 4118]
 [-856 4119]
 [-856 4118]
 [-855 4118]
 [-855 4117]
 [-854 4117]
 [-853 4117]
 [-852 4116]
 [-852 4117]
 [-852 4116]
 [-851 4117]
 [-851 4116]
 [-850 4116]
 [-850 4117]
 [-851 4117]]"
B,,H. São João,20000009,07-01 09,"[[-860 4119]
 [-859 4119]
 [-860 4119]
 [-861 4119]
 [-862 4119]
 [-862 4118]
 [-863 4118]
 [-863 4119]
 [-864 4119]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-868 4119]
 [-869 4119]]"
C,,,20000372,07-01 11,"[[-864 4116]
 [-865 4116]
 [-864 4116]
 [-864 4117]
 [-863 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-859 4118]
 [-859 4117]
 [-858 4117]
 [-858 4116]
 [-858 4115]]"
A,11255.0,,20000578,07-01 12,[[-860 4116]]
A,50440.0,,20000514,07-01 12,"[[-860 4117]
 [-860 4116]
 [-859 4116]
 [-858 4115]]"
A,54759.0,,20000101,07-01 11,"[[-864 4116]
 [-864 4115]
 [-863 4115]
 [-863 4116]
 [-862 4116]
 [-861 4116]]"
B,,Cordoaria,20000201,07-01 12,"[[-861 4115]
 [-860 4115]]"
A,4428.0,,20000463,07-01 12,"[[-864 4116]
 [-863 4116]
 [-863 4115]
 [-864 4115]
 [-864 4116]
 [-864 4115]
 [-863 4115]
 [-864 4115]
 [-863 4115]
 [-863 4114]
 [-862 4114]
 [-862 4113]
 [-861 4113]
 [-862 4113]]"
C,,,20000665,07-01 11,"[[-860 4116]
 [-860 4115]
 [-859 4115]
 [-858 4115]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4113]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
A,2001.0,,20000596,07-01 11,"[[-864 4116]
 [-864 4115]
 [-863 4115]
 [-864 4115]
 [-863 4115]
 [-863 4114]
 [-862 4114]
 [-862 4113]
 [-861 4113]
 [-862 4113]]"
C,,,20000178,07-01 11,"[[-860 4115]
 [-861 4115]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000308,07-01 12,"[[-863 4116]
 [-862 4116]
 [-862 4117]
 [-861 4117]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-860 4118]]"
B,,Républica,20000367,07-01 12,"[[-861 4116]
 [-860 4116]
 [-860 4115]
 [-859 4115]
 [-859 4116]
 [-858 4115]]"
C,,,20000648,07-01 10,"[[-860 4115]
 [-861 4115]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-861 4118]]"
B,,Corujeira,20000152,07-01 12,"[[-858 4116]
 [-858 4117]
 [-859 4118]
 [-860 4118]
 [-859 4118]
 [-860 4118]]"
B,,Ribeira,20000231,07-01 11,"[[-861 4115]
 [-860 4115]
 [-860 4114]
 [-861 4114]
 [-862 4114]
 [-862 4113]
 [-862 4114]
 [-863 4114]]"
B,,Terço,20000015,07-01 10,"[[-860 4117]
 [-860 4116]
 [-861 4116]
 [-861 4115]
 [-860 4115]
 [-860 4114]
 [-860 4113]
 [-861 4113]
 [-861 4112]
 [-861 4111]]"
B,,Ribeira,20000199,07-01 10,"[[-861 4115]
 [-860 4115]
 [-859 4115]
 [-859 4114]
 [-859 4115]
 [-860 4115]
 [-861 4115]
 [-860 4115]
 [-860 4116]
 [-860 4117]]"
A,31558.0,,20000320,07-01 12,"[[-862 4116]
 [-861 4116]
 [-860 4116]
 [-860 4115]
 [-859 4115]
 [-859 4116]
 [-858 4115]]"
A,2002.0,,20000621,07-01 11,"[[-860 4116]
 [-860 4117]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
C,,,20000570,07-01 12,"[[-862 4116]
 [-861 4116]
 [-860 4116]
 [-860 4115]
 [-859 4115]
 [-859 4116]
 [-858 4115]]"
A,44242.0,,20000515,07-01 11,"[[-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4116]
 [-859 4116]]"
C,,,20000403,07-01 11,"[[-862 4116]
 [-862 4115]
 [-861 4115]
 [-860 4115]]"
B,,Corujeira,20000403,07-01 13,[[-858 4116]]
C,,,20000247,07-01 12,"[[-859 4116]
 [-859 4115]
 [-859 4116]
 [-859 4115]
 [-858 4115]]"
A,19150.0,,20000671,07-01 10,"[[-861 4118]
 [-860 4118]
 [-859 4118]
 [-858 4117]
 [-857 4117]
 [-857 4116]]"
C,,,20000663,07-01 12,"[[-860 4115]
 [-861 4115]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
A,37173.0,,20000480,07-01 11,"[[-867 4116]
 [-868 4116]
 [-868 4117]
 [-868 4118]
 [-868 4119]
 [-867 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000344,07-01 07,"[[-867 4116]
 [-867 4115]
 [-866 4115]
 [-865 4115]
 [-864 4115]
 [-863 4115]
 [-862 4115]
 [-861 4115]
 [-860 4115]
 [-860 4114]
 [-861 4114]
 [-860 4114]
 [-859 4114]]"
B,,Batalha,20000496,07-01 12,"[[-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]
 [-862 4115]
 [-862 4116]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
A,31954.0,,20000184,07-01 12,"[[-865 4116]
 [-864 4116]
 [-863 4116]
 [-862 4116]]"
C,,,20000502,07-01 12,"[[-868 4116]
 [-867 4116]
 [-866 4116]
 [-865 4117]
 [-864 4116]
 [-864 4115]
 [-863 4115]
 [-864 4115]
 [-863 4115]
 [-863 4114]
 [-862 4114]
 [-862 4113]
 [-861 4113]
 [-862 4113]
 [-861 4113]
 [-862 4113]]"
C,,,20000400,07-01 10,"[[-863 4117]
 [-862 4118]
 [-862 4117]
 [-861 4117]
 [-862 4117]
 [-862 4118]
 [-862 4119]
 [-862 4120]
 [-862 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
A,47490.0,,20000128,07-01 11,"[[-860 4118]
 [-860 4119]
 [-861 4119]
 [-862 4119]
 [-862 4120]
 [-862 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
A,61699.0,,20000520,07-01 12,"[[-864 4117]
 [-863 4117]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-859 4118]
 [-858 4117]
 [-858 4116]
 [-858 4115]]"
B,,Ramada Alta,20000015,07-01 13,"[[-862 4117]
 [-862 4118]
 [-862 4119]
 [-861 4119]
 [-860 4119]]"
C,,,20000256,07-01 07,"[[-860 4116]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4117]
 [-858 4117]
 [-858 4118]
 [-858 4119]
 [-857 4119]
 [-857 4118]
 [-856 4119]
 [-855 4119]]"
C,,,20000235,07-01 11,"[[-864 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
A,2002.0,,20000625,07-01 10,"[[-862 4118]
 [-861 4118]
 [-861 4119]
 [-860 4119]]"
B,,Areosa,20000196,07-01 12,"[[-858 4119]
 [-858 4118]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4119]
 [-867 4119]
 [-868 4119]]"
A,3239.0,,20000517,07-01 11,"[[-856 4117]
 [-857 4116]
 [-857 4117]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-860 4119]]"
B,,São Bento,20000285,07-01 12,"[[-861 4115]
 [-860 4115]
 [-860 4114]]"
A,50872.0,,20000154,07-01 11,"[[-864 4117]
 [-865 4117]
 [-865 4118]
 [-866 4118]
 [-865 4118]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,São Bento,20000331,07-01 12,"[[-861 4115]
 [-860 4115]
 [-859 4115]]"
C,,,20000571,07-01 12,"[[-858 4115]
 [-857 4115]
 [-858 4115]
 [-857 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-860 4117]
 [-861 4117]
 [-861 4118]
 [-862 4118]
 [-862 4119]
 [-862 4120]
 [-862 4121]
 [-861 4121]
 [-862 4121]
 [-864 4118]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]
 [-867 4124]]"
C,,,20000060,07-01 08,"[[-865 4119]
 [-865 4118]
 [-864 4118]
 [-864 4117]
 [-863 4117]
 [-862 4117]]"
C,,,20000333,07-01 10,"[[-859 4116]
 [-859 4117]
 [-858 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000678,07-01 07,"[[-858 4115]
 [-857 4115]
 [-858 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-864 4117]
 [-863 4117]
 [-862 4116]]"
C,,,20000901,07-01 12,"[[-861 4115]
 [-860 4115]
 [-859 4115]
 [-859 4114]
 [-859 4115]
 [-858 4115]
 [-857 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
A,14434.0,,20000435,07-01 12,"[[-863 4116]
 [-863 4115]
 [-864 4115]
 [-864 4116]
 [-864 4115]
 [-863 4115]
 [-864 4115]
 [-863 4115]
 [-863 4114]
 [-862 4114]
 [-862 4113]
 [-861 4113]
 [-862 4113]
 [-861 4113]
 [-861 4114]
 [-861 4113]]"
B,,D. João I,20000233,07-01 10,"[[-860 4115]
 [-860 4114]
 [-859 4114]
 [-859 4113]]"
C,,,20000397,07-01 12,"[[-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4116]
 [-864 4116]
 [-865 4116]
 [-866 4116]
 [-867 4116]]"
A,35486.0,,20000565,07-01 12,"[[-862 4117]
 [-861 4117]
 [-860 4117]
 [-859 4117]]"
A,56570.0,,20000421,07-01 12,"[[-858 4118]
 [-859 4119]
 [-858 4119]
 [-858 4118]
 [-858 4119]
 [-858 4118]
 [-858 4117]
 [-858 4116]
 [-858 4115]]"
B,,Carregal,20000229,07-01 12,"[[-861 4115]
 [-862 4115]
 [-862 4116]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-861 4118]]"
B,,Ribeira,20000381,07-01 07,"[[-861 4115]
 [-860 4115]
 [-861 4115]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-861 4115]
 [-861 4116]]"
B,,Nove de Abril,20000073,07-01 12,"[[-861 4118]
 [-860 4117]
 [-860 4116]
 [-859 4116]
 [-860 4116]
 [-860 4115]
 [-859 4115]
 [-859 4116]
 [-858 4115]]"
C,,,20000161,07-01 08,"[[-859 4111]
 [-858 4111]
 [-858 4110]
 [-857 4110]]"
C,,,20000086,07-01 12,"[[-862 4116]
 [-863 4116]
 [-864 4116]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
A,2002.0,,20000539,07-01 12,"[[-860 4115]
 [-861 4115]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-860 4112]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4113]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]
 [-867 4124]]"
B,,Infante,20000195,07-01 12,"[[-861 4115]
 [-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]]"
A,19252.0,,20000242,07-01 12,"[[-861 4119]
 [-861 4120]
 [-862 4120]
 [-862 4119]
 [-862 4120]
 [-862 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Agra,20000013,07-01 12,"[[-861 4118]
 [-862 4118]
 [-862 4119]
 [-862 4120]
 [-862 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Lordelo,20000398,07-01 12,"[[-864 4116]
 [-865 4116]
 [-865 4115]
 [-866 4115]
 [-867 4115]
 [-867 4116]
 [-868 4116]
 [-868 4117]
 [-868 4118]]"
B,,São Bento,20000496,07-01 13,"[[-861 4115]
 [-860 4115]
 [-861 4115]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000589,07-01 07,"[[-863 4116]
 [-864 4115]
 [-864 4116]
 [-864 4115]
 [-863 4115]
 [-864 4115]]"
B,,Ramada Alta,20000367,07-01 13,"[[-862 4117]
 [-861 4117]
 [-860 4117]
 [-860 4116]
 [-859 4116]
 [-858 4115]]"
B,,Clérigos,20000560,07-01 10,"[[-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4116]
 [-864 4116]
 [-865 4116]
 [-866 4116]]"
A,2002.0,,20000620,07-01 11,"[[-861 4115]
 [-861 4116]
 [-861 4115]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000662,07-01 13,"[[-857 4115]
 [-858 4115]
 [-857 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-862 4119]
 [-862 4120]
 [-862 4121]
 [-862 4122]
 [-862 4123]
 [-863 4123]
 [-863 4124]]"
B,,Conde Ferreira,20000279,07-01 11,"[[-858 4117]
 [-859 4117]
 [-859 4116]
 [-858 4116]
 [-858 4115]]"
A,24583.0,,20000076,07-01 13,"[[-860 4116]
 [-860 4117]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-861 4115]
 [-860 4115]
 [-860 4114]
 [-861 4114]]"
C,,,20000534,07-01 12,"[[-861 4116]
 [-861 4115]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000351,07-01 13,"[[-861 4115]
 [-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4116]
 [-864 4116]
 [-864 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-868 4121]
 [-869 4121]
 [-869 4122]
 [-869 4123]
 [-869 4124]
 [-868 4124]
 [-867 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Casa da Musica,20000451,07-01 11,"[[-862 4117]
 [-862 4118]
 [-863 4118]
 [-863 4119]
 [-864 4119]]"
B,,Lordelo,20000529,07-01 12,"[[-864 4116]
 [-865 4116]
 [-864 4116]
 [-863 4116]
 [-862 4116]
 [-862 4115]
 [-861 4115]
 [-861 4116]
 [-860 4116]]"
B,,Bom Pastor,20000128,07-01 13,"[[-861 4117]
 [-862 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-868 4121]]"
C,,,20000042,07-01 12,"[[-869 4119]
 [-869 4118]
 [-868 4118]
 [-867 4118]
 [-866 4118]
 [-865 4118]
 [-864 4119]
 [-864 4118]
 [-863 4118]]"
C,,,20000477,07-01 11,"[[-867 4124]
 [-866 4124]]"
A,54140.0,,20000408,07-01 13,"[[-856 4117]
 [-857 4117]
 [-857 4116]
 [-857 4117]
 [-858 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-862 4117]]"
B,,Azevedo,20000674,07-01 13,"[[-856 4116]
 [-857 4116]
 [-857 4117]
 [-858 4117]
 [-859 4117]]"
A,47175.0,,20000901,07-01 13,[[-860 4119]]
C,,,20000304,07-01 12,"[[-859 4114]
 [-859 4115]
 [-860 4115]
 [-861 4115]
 [-860 4115]]"
A,28709.0,,20000071,07-01 12,"[[-861 4115]
 [-862 4115]
 [-863 4115]
 [-862 4116]
 [-863 4116]
 [-864 4117]
 [-865 4117]
 [-864 4117]]"
A,44023.0,,20000341,07-01 13,"[[-859 4116]
 [-859 4115]
 [-860 4115]
 [-860 4116]
 [-860 4115]
 [-861 4115]]"
A,2001.0,,20000038,07-01 13,"[[-859 4118]
 [-859 4117]]"
A,11251.0,,20000137,07-01 12,"[[-857 4117]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-859 4118]
 [-860 4118]
 [-859 4118]
 [-860 4118]]"
A,13003.0,,20000152,07-01 13,"[[-860 4117]
 [-861 4117]
 [-862 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]
 [-867 4124]]"
B,,São Roque,20000618,07-01 12,"[[-856 4117]
 [-857 4117]
 [-856 4117]
 [-857 4117]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-864 4117]
 [-864 4116]
 [-865 4117]
 [-864 4117]
 [-864 4116]
 [-864 4117]]"
A,45778.0,,20000570,07-01 13,"[[-860 4115]
 [-860 4116]
 [-860 4115]
 [-861 4115]]"
B,,Av. Boavista,20000179,07-01 13,"[[-863 4116]
 [-864 4116]
 [-864 4117]
 [-864 4116]
 [-864 4115]
 [-863 4115]
 [-864 4115]
 [-863 4115]
 [-862 4115]
 [-862 4114]
 [-861 4114]]"
C,,,20000621,07-01 13,"[[-859 4117]
 [-860 4117]
 [-861 4117]
 [-862 4117]
 [-863 4117]
 [-863 4116]
 [-864 4116]
 [-864 4117]]"
A,2002.0,,20000120,07-01 13,"[[-862 4118]
 [-863 4118]
 [-863 4119]
 [-864 4119]
 [-865 4119]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-868 4121]]"
B,,Batalha,20000320,07-01 13,"[[-860 4115]
 [-859 4115]
 [-859 4116]
 [-859 4117]
 [-858 4117]]"
A,35498.0,,20000166,07-01 13,"[[-864 4117]
 [-863 4117]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-863 4118]
 [-863 4117]
 [-860 4118]
 [-860 4117]
 [-861 4117]]"
A,2002.0,,20000151,07-01 12,"[[-860 4115]
 [-861 4115]
 [-862 4115]
 [-862 4116]
 [-862 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4120]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Carregal,20000089,07-01 10,"[[-861 4115]
 [-862 4115]
 [-861 4115]
 [-860 4115]
 [-859 4115]
 [-859 4116]
 [-859 4117]
 [-858 4117]
 [-858 4118]
 [-858 4119]
 [-857 4119]
 [-857 4118]
 [-857 4119]
 [-856 4119]
 [-855 4119]
 [-854 4119]
 [-853 4119]]"
B,,Carregal,20000515,07-01 13,"[[-861 4115]
 [-862 4115]
 [-861 4115]
 [-860 4115]]"
B,,Campanhã,20000005,07-01 13,"[[-858 4115]
 [-857 4115]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000360,07-01 10,"[[-866 4115]
 [-865 4115]
 [-864 4115]
 [-865 4115]
 [-866 4115]
 [-867 4115]
 [-867 4116]
 [-868 4116]
 [-868 4117]
 [-867 4117]
 [-866 4117]
 [-866 4116]]"
C,,,20000434,07-01 10,"[[-860 4115]
 [-859 4115]
 [-858 4115]
 [-857 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
B,,Républica,20000549,07-01 12,"[[-861 4116]
 [-862 4116]
 [-862 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]
 [-867 4124]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
B,,Lordelo,20000239,07-01 13,"[[-864 4116]
 [-865 4116]
 [-864 4116]
 [-863 4116]
 [-862 4116]
 [-862 4115]
 [-861 4115]]"
B,,Aldoar,20000484,07-01 13,"[[-866 4118]
 [-866 4117]
 [-865 4117]
 [-865 4116]
 [-864 4116]
 [-863 4116]
 [-862 4116]
 [-862 4115]]"
C,,,20000060,07-01 13,"[[-865 4117]
 [-865 4118]
 [-866 4118]
 [-865 4118]
 [-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-869 4120]]"
C,,,20000075,07-01 12,"[[-858 4119]
 [-859 4119]
 [-858 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
C,,,20000542,07-01 09,"[[-863 4117]
 [-862 4117]
 [-861 4117]
 [-860 4117]]"
A,14203.0,,20000391,07-01 12,"[[-863 4116]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4119]
 [-866 4120]
 [-865 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Sá Carneiro,20000247,07-01 13,"[[-859 4117]
 [-859 4116]
 [-859 4115]
 [-859 4116]
 [-859 4117]
 [-859 4116]
 [-859 4115]
 [-858 4115]]"
B,,Lago,20000131,07-01 13,"[[-864 4117]
 [-865 4117]
 [-864 4117]
 [-864 4116]
 [-863 4116]]"
C,,,20000577,07-01 11,"[[-864 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
A,44128.0,,20000503,07-01 10,"[[-863 4118]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4119]
 [-867 4119]
 [-868 4119]
 [-869 4119]]"
C,,,20000454,07-01 11,[[-859 4116]]
A,47337.0,,20000153,07-01 13,"[[-866 4116]
 [-865 4116]
 [-865 4117]
 [-864 4117]
 [-864 4116]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-860 4119]]"
