CLUSTER_ID,COORDINATES
770,[ -8.6501277  41.2199064]
771,[ -7.9674444  41.4431154]
772,[ -8.7610842  41.3898084]
773,[ -8.6315346  41.2672464]
774,[ -8.7365646  41.3541603]
775,[ -8.5589784  40.9103145]
776,[ -8.6863086  41.2356384]
777,[ -8.5366719  41.0833944]
778,[ -8.4960936  41.0906916]
779,[ -8.7586299  41.387634 ]
780,[ -8.6346432  41.0202846]
781,[ -8.4745386  41.3478027]
782,[ -8.5504743  41.2425171]
783,[ -8.4505113  40.3909389]
784,[ -9.1291086  38.768976 ]
785,[ -8.2770183  41.2100604]
786,[ -8.7466212  41.3804988]
787,[ -8.621385  41.045105]
788,[ -8.57928   41.040489]
789,[ -7.784303  41.158524]
790,[ -8.559417  40.921578]
791,[ -8.573021  41.080886]
792,[ -8.460367  41.22152 ]
793,[ -8.652837  40.637952]
794,[ -8.461974  41.07321 ]
795,[ -8.564426  41.245185]
796,[ -8.758975  41.3646  ]
797,[ -8.638195  41.270767]
798,[ -8.570888  41.078365]
799,[ -8.673181  41.266942]
800,[ -8.41847  41.21193]
801,[ -8.393792  40.848834]
802,[ -8.149361  41.184726]
803,[ -8.290987  41.199647]
804,[ -8.711365  41.267246]
805,[ -8.48182   41.065648]
806,[ -8.479488  41.108407]
807,[ -8.67237   41.279027]
808,[ -8.496261  41.237735]
809,[ -8.734227  41.303267]
810,[ -8.410938  41.548394]
811,[ -8.30046   41.449144]
812,[ -8.562687  41.072885]
813,[ -8.563507  41.238367]
814,[ -8.367442  41.188405]
815,[ -8.423362  40.20816 ]
816,[ -8.43037425  40.20728288]
817,[ -8.53226775  41.07333825]
818,[ -8.6805405   41.28416437]
819,[ -8.77635675  41.45644688]
820,[ -8.5788225   41.21807512]
821,[ -7.91588138  40.663215  ]
822,[ -8.51295037  41.24567138]
823,[ -8.51693738  41.41853888]
824,[ -8.57837025  41.05844775]
825,[ -8.42096025  41.081751  ]
826,[ -8.61392138  40.9493475 ]
827,[ -8.55825412  41.26051912]
828,[ -8.695881    41.25836363]
829,[ -8.58313687  41.25393675]
830,[ -8.64184387  40.98496837]
831,[ -8.50525087  41.11539975]
832,[ -8.54151975  41.34849862]
833,[ -8.46383062  41.209812  ]
834,[ -8.65377562  40.641138  ]
835,[ -8.64124538  41.31027338]
836,[ -8.4083895   41.18865975]
837,[ -8.5488615  41.344164 ]
838,[ -8.69565825  41.317983  ]
839,[ -8.54965012  41.33863575]
840,[ -8.605584    41.05770187]
841,[ -8.753832   41.3832375]
842,[ -8.36212725  41.283414  ]
843,[ -8.51375475  40.95010013]
844,[ -8.55564814  41.00981014]
845,[ -8.40249386  41.59967657]
846,[ -8.52526157  41.33968714]
847,[ -8.557281  41.340861]
848,[ -7.89116014  41.15884243]
849,[ -8.282781    41.21184214]
850,[ -8.54254286  41.35358571]
851,[ -8.49283586  41.34131486]
852,[ -8.50002557  41.27938329]
853,[ -8.40727414  41.35736057]
854,[ -8.57045186  41.06899414]
855,[ -8.14937914  41.22499114]
856,[ -8.53736143  40.96159714]
857,[ -8.43503014  41.53786586]
858,[ -8.54218029  41.37603043]
859,[ -8.46816814  41.19772757]
860,[ -8.35228929  41.17663157]
861,[ -8.58008314  41.08453071]
862,[ -8.37116614  41.27645057]
863,[ -8.410671    41.24194714]
864,[ -8.55492429  41.257719  ]
865,[ -8.57682771  40.93464214]
866,[ -8.59103743  40.972302  ]
867,[ -8.61765557  41.07547671]
868,[ -8.53491986  41.420394  ]
869,[ -8.47874057  40.83759771]
870,[ -8.40184457  41.54174743]
871,[ -8.599401    41.29635343]
872,[ -8.67098057  41.28906471]
873,[ -8.78623971  41.54066614]
874,[ -8.47718871  41.280732  ]
875,[ -8.54743371  41.23838057]
876,[ -8.56914043  41.07221486]
877,[ -8.52215271  41.05159586]
878,[ -8.75001857  41.38102671]
879,[ -8.56515086  41.33699486]
880,[ -8.47048371  41.10613714]
881,[ -8.45951143  41.186664  ]
882,[ -8.529237    41.34849043]
883,[ -8.56273886  41.28898886]
884,[ -8.42819014  40.94023629]
885,[ -8.075358    41.26866171]
886,[ -8.56069586  41.03226514]
887,[ -8.63193343  40.99650814]
888,[ -8.58009986  41.08107857]
889,[ -8.57956757  41.09219743]
890,[ -8.77509643  41.39571986]
891,[ -8.70164743  41.27589129]
892,[ -8.4838185  41.058582 ]
893,[ -8.470716   40.8405585]
894,[ -8.77482   41.513085]
895,[ -7.759215  41.308251]
896,[ -8.6760975  39.6304005]
897,[ -8.625273   40.9743105]
898,[ -8.5162455  41.0375115]
899,[ -8.6225805  41.531913 ]
900,[ -8.5317735  41.2531245]
901,[ -8.4573915  41.106756 ]
902,[ -8.618481   40.8622575]
903,[ -8.630895  40.857372]
904,[ -8.557239   41.3472585]
905,[ -8.6587275  41.2120515]
906,[ -8.708748  41.260458]
907,[ -8.5361205  40.977345 ]
908,[ -8.650881  40.960899]
909,[ -8.455359  41.072973]
910,[ -8.5483815  41.071314 ]
911,[ -8.3965605  41.3647605]
912,[ -8.4669345  41.17206  ]
913,[ -8.5808955  41.311398 ]
914,[ -8.443476  41.173947]
915,[ -8.5485675  40.9874205]
916,[ -8.5822545  41.055528 ]
917,[ -8.3118525  41.3787855]
918,[ -8.4339    41.232726]
919,[ -8.740881  41.374071]
920,[ -8.579727  41.350302]
921,[ -8.232903  41.05167 ]
922,[ -7.790259  41.161188]
923,[ -8.7083115  41.3156865]
924,[ -8.643711   41.2939905]
925,[ -8.405136   41.1513045]
926,[ -8.465892   41.2066665]
927,[ -8.388189   41.1916815]
928,[ -8.411376  41.153763]
929,[ -8.7028005  41.2805355]
930,[ -8.339271   41.2279005]
931,[ -8.712795  41.25747 ]
932,[ -8.719809  41.31396 ]
933,[ -8.537706   40.9705785]
934,[ -8.4834165  41.062248 ]
935,[ -8.297625  41.19522 ]
936,[ -8.474253   41.2076235]
937,[ -8.4945225  41.3383755]
938,[ -8.736336  41.343621]
939,[ -8.3079855  41.4435945]
940,[ -8.534883  41.256492]
941,[ -8.2858815  41.2702245]
942,[ -8.494113  40.911798]
943,[ -7.745529   41.2970115]
944,[ -7.3501485  40.3600185]
945,[ -8.53641   40.984107]
946,[ -8.581569   41.0175405]
947,[ -8.5698435  40.753662 ]
948,[ -8.294025  41.197527]
949,[ -8.4482565  41.069739 ]
950,[ -8.5772088  41.2750476]
951,[ -8.4165696  41.5625184]
952,[ -8.5443408  41.2763598]
953,[ -8.406837   41.5460574]
954,[ -8.5706478  41.0886432]
955,[ -8.4366216  41.188761 ]
956,[ -8.5515228  41.0439168]
957,[ -8.592885  41.272299]
958,[ -8.628615   40.9770432]
959,[ -8.4271284  41.2817004]
960,[ -8.3404368  41.3132238]
961,[ -8.6954148  41.2974414]
962,[ -8.586594   41.7651696]
963,[ -8.5182516  41.1191532]
964,[ -8.3990682  41.5582218]
965,[ -8.4591216  41.2332624]
966,[ -8.5373676  40.966686 ]
967,[ -8.573013   41.0575626]
968,[ -8.137152   41.1810372]
969,[ -8.5270356  41.0631084]
970,[ -8.63082    40.9273236]
971,[ -8.3104452  41.4374472]
972,[ -8.460036   41.1779322]
973,[ -8.4454596  41.5149804]
974,[ -8.3448198  41.2878402]
975,[ -8.5186278  41.055372 ]
976,[ -8.7122016  41.3462664]
977,[ -8.7331842  41.3416314]
978,[ -8.7822864  41.4937134]
979,[ -8.6069574  41.0181444]
980,[ -8.4389238  41.1732324]
981,[ -8.5937634  41.3375112]
982,[ -8.500914  41.35977 ]
983,[ -8.4395106  40.2243246]
984,[ -7.7436828  41.304195 ]
985,[ -8.7828732  41.5393434]
986,[ -8.5042908  41.0443848]
987,[ -8.8214112  41.6969622]
988,[ -8.5365846  40.755663 ]
989,[ -7.750422   41.2988796]
990,[ -8.4155346  41.0752278]
991,[ -8.2264932  41.2532424]
992,[ -8.6319036  40.8797514]
993,[ -8.4700278  41.0870358]
994,[ -8.5300398  41.335236 ]
995,[ -8.7230988  41.372262 ]
996,[ -8.431128  41.554737]
997,[ -8.5503978  40.9911174]
998,[ -8.4108744  41.2196202]
999,[ -8.6719572  40.8729474]
1000,[ -8.336151   41.2911594]
1001,[ -8.433162   41.1738012]
1002,[ -8.434611  41.195475]
1003,[ -8.5254156  40.6868202]
1004,[ -8.5041774  41.173326 ]
1005,[ -8.6944086  41.28498  ]
1006,[ -8.5941972  41.3019144]
1007,[ -8.417025   41.2337322]
1008,[ -8.5162068  41.0528034]
1009,[ -8.350722   41.4259362]
1010,[ -8.8478478  41.692878 ]
1011,[ -8.7670368  41.4018864]
1012,[ -8.5703292  41.3234964]
1013,[ -8.304057   41.1939864]
1014,[ -8.6348916  42.0680142]
1015,[ -8.3996334  41.1529518]
1016,[ -8.406387   41.0734998]
1017,[ -8.5047984  41.4149526]
1018,[ -8.3684214  41.3157348]
1019,[ -8.6689836  41.2798446]
1020,[ -8.599725   41.0265648]
1021,[ -8.4856194  41.1952068]
1022,[ -8.4749976  40.6898406]
1023,[ -8.6485824  41.271147 ]
1024,[ -8.6216328  41.2798914]
1025,[ -8.4614706  41.0096574]
1026,[ -8.628489   40.9617054]
1027,[ -8.1702072  41.4516726]
1028,[ -8.3339334  41.4411174]
1029,[ -8.4951576  41.3151156]
1030,[ -8.4359052  41.2650522]
1031,[ -8.5429656  41.0197662]
1032,[ -8.4123162  41.1724458]
1033,[ -8.5282704  41.2755192]
1034,[ -8.551575   40.9258422]
1035,[ -8.7376266  41.390163 ]
1036,[ -8.4221316  41.0770476]
1037,[ -8.6112144  41.537286 ]
1038,[ -8.6825898  41.2920504]
1039,[ -8.61630975  41.5412235 ]
1040,[ -8.4626955  40.4257545]
1041,[ -8.67035925  41.424561  ]
1042,[ -7.72236675  41.306679  ]
1043,[ -8.60259375  41.30961975]
1044,[ -8.53658775  41.05675575]
1045,[ -8.73093825  41.37275925]
1046,[ -8.7786135  41.403384 ]
1047,[ -7.4539935  41.402511 ]
1048,[ -8.57609325  40.982553  ]
1049,[ -8.57117925  41.02998525]
1050,[ -8.700129    41.32164375]
1051,[ -8.62587225  40.95627075]
1052,[ -7.6763115   41.30312175]
1053,[ -8.602155  41.033295]
1054,[ -8.47674675  40.89152925]
1055,[ -8.57945025  40.9771755 ]
1056,[ -8.52280875  40.96767375]
1057,[ -8.70548175  41.31970875]
1058,[ -8.394633   40.8575745]
1059,[ -8.51468625  41.33080125]
1060,[ -8.27021925  41.0416155 ]
1061,[ -8.369082   41.1673815]
1062,[ -8.663778    41.29942275]
1063,[ -8.434818    41.36474925]
1064,[ -8.36586225  41.6265705 ]
1065,[ -8.493579  40.889745]
1066,[ -8.6356755  41.291397 ]
1067,[ -8.59712175  41.02344675]
1068,[ -8.6696775   39.63245625]
1069,[ -8.469522    41.21278875]
1070,[ -8.54546625  41.3324145 ]
1071,[ -8.59364325  41.2840485 ]
1072,[ -8.35172325  41.037372  ]
1073,[ -8.5861665   40.98972375]
1074,[ -8.55649125  41.03638875]
1075,[ -8.6157135  41.0132025]
1076,[ -8.4737295  41.2565625]
1077,[ -8.52122475  40.998672  ]
1078,[ -8.4914235  41.3779185]
1079,[ -8.52212925  41.056299  ]
1080,[ -8.56558575  41.340474  ]
1081,[ -8.52612525  41.06900925]
1082,[ -8.52190425  41.25438675]
1083,[ -8.8188345   41.70212775]
1084,[ -7.98508575  41.34284325]
1085,[ -8.57073825  41.02223175]
1086,[ -8.50111875  40.8990555 ]
1087,[ -8.4162555  41.438088 ]
1088,[ -8.419797    41.56298775]
1089,[ -8.37495   41.186673]
1090,[ -8.5137255   41.10563475]
1091,[ -8.48092725  40.88852775]
1092,[ -8.5241565   41.08235175]
1093,[ -8.7454485   40.63770675]
1094,[ -8.42614875  41.18989725]
1095,[ -8.4169485   41.80701375]
1096,[ -8.59704975  41.298696  ]
1097,[ -8.2935495  41.11812  ]
1098,[ -8.561808    41.00583375]
1099,[ -8.52790275  40.99524975]
1100,[ -8.433342    41.54454675]
1101,[ -8.64721125  42.0413805 ]
1102,[ -8.4261735  41.2642935]
1103,[ -8.4869145  41.0881815]
1104,[ -8.73845325  41.41570725]
1105,[ -8.55809325  41.24139975]
1106,[ -8.31399975  41.20137225]
1107,[ -8.516043  41.232627]
1108,[ -8.57256525  41.33614725]
1109,[ -8.47370925  41.32855575]
1110,[ -8.65563075  40.6334745 ]
1111,[ -8.55962325  41.36445   ]
1112,[ -8.5574295  41.0139945]
1113,[ -8.567685   41.2843185]
1114,[ -8.6281515  41.024025 ]
1115,[ -8.361747   41.0505615]
1116,[ -8.4121245  40.217229 ]
1117,[ -8.5552605  41.087646 ]
1118,[ -8.3853135  41.1704055]
1119,[ -8.2817595  41.277078 ]
1120,[ -8.57119725  40.93269975]
1121,[ -8.61180525  41.306373  ]
1122,[ -8.562339  41.254308]
1123,[ -8.391087    41.14973025]
1124,[ -8.47634625  41.32667925]
1125,[ -8.553978    41.07013425]
1126,[ -8.56761525  41.27058225]
1127,[ -8.510679    41.04767475]
1128,[ -8.46902925  41.09486625]
1129,[ -8.76700125  41.40519075]
1130,[ -8.484894    41.25927375]
1131,[ -8.24172975  41.065542  ]
1132,[ -8.62749    40.9915125]
1133,[ -8.56935225  41.2404885 ]
1134,[ -8.73872775  41.33776725]
1135,[ -8.6146605  40.965984 ]
1136,[ -8.5131      41.17340025]
1137,[ -9.14989275  38.72468025]
1138,[ -8.64234   40.953861]
1139,[ -8.63533575  41.027157  ]
1140,[ -8.433549   41.2017525]
1141,[ -8.434197    41.10210225]
1142,[ -8.6315625   40.95927225]
1143,[ -8.724897    41.28356025]
1144,[ -8.61361425  41.0027445 ]
1145,[ -8.65453725  41.268123  ]
1146,[ -8.530569   41.0698845]
1147,[ -8.57750175  41.053689  ]
1148,[ -8.63318925  40.97548575]
1149,[ -8.77759425  41.48624475]
1150,[ -8.07931575  41.30070525]
1151,[ -8.40430125  41.227065  ]
1152,[ -8.608473   40.9683015]
1153,[ -8.19030825  41.22537975]
1154,[ -8.57161125  40.992993  ]
1155,[ -8.3784825  41.17536  ]
1156,[ -8.39670075  41.190228  ]
1157,[ -8.4564135   41.01858225]
1158,[ -8.51705775  41.431986  ]
1159,[ -8.60089275  41.0377185 ]
1160,[ -8.5930695   40.96163925]
1161,[ -8.56574775  41.000544  ]
1162,[ -8.516088    41.24170575]
1163,[ -8.3689965   41.54053275]
1164,[ -8.31602925  41.43839175]
1165,[ -8.39707875  41.23501425]
1166,[ -8.540127    41.29512975]
1167,[ -8.58937725  40.9878765 ]
1168,[ -8.68190175  41.296806  ]
1169,[ -8.504541   41.3798085]
1170,[ -8.504064    40.92321375]
1171,[ -8.73369225  41.479524  ]
1172,[ -8.6752665   41.25781125]
1173,[ -8.5085685   41.09234175]
1174,[ -8.743761  41.402001]
1175,[ -8.623563  40.873098]
1176,[ -8.557296  40.67025 ]
1177,[ -8.467734  41.353653]
1178,[ -8.418087  41.348202]
1179,[ -8.510187  41.411496]
1180,[ -8.554914  41.32716 ]
1181,[ -8.507082  41.177655]
1182,[ -8.625696  41.312505]
1183,[ -8.733468  41.370294]
1184,[ -8.513361  41.408457]
1185,[ -7.744332  41.300124]
1186,[ -8.719476  41.295801]
1187,[ -8.388027  41.056362]
1188,[ -8.525343  41.41716 ]
1189,[ -8.557314  41.071308]
1190,[ -8.749968  41.385876]
1191,[ -8.53602   41.303301]
1192,[ -8.334411  41.281398]
1193,[ -8.483043  40.862928]
1194,[ -8.489232  41.353725]
1195,[ -8.646678  40.64367 ]
1196,[ -8.702001  41.270907]
1197,[ -8.464548  41.159355]
1198,[ -8.772621  41.402754]
1199,[ -7.925679  40.655586]
1200,[ -8.400057  41.256756]
1201,[ -8.629053  40.966059]
1202,[ -8.450994  41.34867 ]
1203,[ -8.500749  40.967529]
1204,[ -8.714847  41.238759]
1205,[ -8.619852  41.000472]
1206,[ -8.687712  41.250309]
1207,[ -8.556867  41.357235]
1208,[ -8.395008  41.271765]
1209,[ -8.596446  41.030955]
1210,[ -8.600445  41.331972]
1211,[ -8.73423   41.314746]
1212,[ -8.522556  41.394294]
1213,[ -8.518485  41.040027]
1214,[ -8.411592  41.266284]
1215,[ -8.517984  41.315046]
1216,[ -8.662251  41.365866]
1217,[ -8.572599  41.348481]
1218,[ -8.501379  40.994238]
1219,[ -8.625165  40.944015]
1220,[ -8.302446  41.435211]
1221,[ -7.80336   41.100681]
1222,[ -8.640858  41.316543]
1223,[ -8.358174  41.257344]
1224,[ -8.675274  40.875216]
1225,[ -8.113188  40.573623]
1226,[ -8.718732  41.338524]
1227,[ -8.679243  41.349252]
1228,[ -8.624454  40.952802]
1229,[ -8.566326  40.945836]
1230,[ -8.574489  41.317164]
1231,[ -7.546548  41.190144]
1232,[ -8.665605  41.273232]
1233,[ -8.728482  41.375076]
1234,[ -8.421732  41.354691]
1235,[ -8.383887  41.195745]
1236,[ -8.490969  41.317746]
1237,[ -8.49522   40.989297]
1238,[ -8.395404  41.065647]
1239,[ -8.19246   41.346594]
1240,[ -8.749116  41.397453]
1241,[ -8.641458  42.089493]
1242,[ -8.500647  40.89567 ]
1243,[ -8.532735  41.302614]
1244,[ -8.461587  40.932948]
1245,[ -7.731048  41.300214]
1246,[ -8.293176  41.084346]
1247,[ -8.552994  41.247681]
1248,[ -8.344677  41.348073]
1249,[ -8.363205  41.306118]
1250,[ -8.291796  41.088063]
1251,[ -8.571978  41.012742]
1252,[ -8.496621  41.073366]
1253,[ -8.632398  40.862361]
1254,[ -8.34669   41.312964]
1255,[ -8.036397  41.160918]
1256,[ -8.383869  41.190423]
1257,[ -8.666805  41.396037]
1258,[ -8.382321  41.39943 ]
1259,[ -8.315409  41.27112 ]
1260,[ -8.652231  42.020466]
1261,[ -8.24145  41.22081]
1262,[ -8.557728  40.68363 ]
1263,[ -8.609286  41.055651]
1264,[ -8.316402  41.382357]
1265,[ -8.464794  41.011431]
1266,[ -8.585295  41.755875]
1267,[ -8.583966  41.02653 ]
1268,[ -8.730483  41.281986]
1269,[ -8.5944    41.312361]
1270,[ -8.501208  41.013513]
1271,[ -8.470632  41.099778]
1272,[ -8.431764  41.059209]
1273,[ -8.532987  41.401221]
1274,[ -8.622882  41.01675 ]
1275,[ -8.648067  40.741221]
1276,[ -8.554596  41.039853]
1277,[ -8.496744  40.91721 ]
1278,[ -8.368005  41.369325]
1279,[ -8.001186  41.323974]
1280,[ -8.629191  40.862064]
1281,[ -8.507598  40.938504]
1282,[ -8.570706  41.036232]
1283,[ -8.405052  41.231994]
1284,[ -8.604231  41.05149 ]
1285,[ -8.424075  41.072133]
1286,[ -8.616681  40.927503]
1287,[ -8.515428  40.930653]
1288,[ -8.623797  42.09744 ]
1289,[ -8.492136  41.260146]
1290,[ -8.629083  41.284914]
1291,[ -8.293305  41.450622]
1292,[ -8.58321   41.037576]
1293,[ -8.529561  40.955856]
1294,[ -8.270397  41.573925]
1295,[ -8.424147  41.542716]
1296,[ -8.657619  42.038052]
1297,[ -8.397315  41.554272]
1298,[ -8.224587  41.334975]
1299,[ -8.408928  41.361552]
1300,[ -8.56923   41.081253]
1301,[ -8.424786  41.080281]
1302,[ -8.159886  41.105868]
1303,[ -8.453976  41.22246 ]
1304,[ -8.056476  41.384397]
1305,[ -8.224608  41.367021]
1306,[ -8.571363  40.765518]
1307,[ -8.706525  41.324538]
1308,[ -8.257107  41.222247]
1309,[ -8.639454  41.33811 ]
1310,[ -8.434164  41.25183 ]
1311,[ -8.429865  41.373864]
1312,[ -8.290287  41.22249 ]
1313,[ -8.209974  41.26272 ]
1314,[ -8.480553  41.389503]
1315,[ -7.793031  41.162931]
1316,[ -8.642292  42.067842]
1317,[ -8.750424  41.529957]
1318,[ -8.154249  41.183394]
1319,[ -8.684091  41.381136]
1320,[ -8.518716  40.981758]
1321,[ -8.415549  41.243583]
1322,[ -8.356233  41.421303]
1323,[ -8.594127  41.057511]
1324,[ -8.587125  41.305407]
1325,[ -8.405118  40.860615]
1326,[ -8.410056  41.075013]
1327,[ -8.392977  41.165853]
1328,[ -8.535117  41.013858]
1329,[ -8.490882  41.25522 ]
1330,[ -8.388531  41.277087]
1331,[ -8.378373  41.22753 ]
1332,[ -8.36046   41.171133]
1333,[ -8.320551  41.206086]
1334,[ -8.444094  41.205186]
1335,[ -8.510397  41.390667]
1336,[ -8.57463  40.75158]
1337,[ -8.4186    41.194497]
1338,[ -8.624187  41.297466]
1339,[ -7.266765  40.538412]
1340,[ -8.568387  41.252325]
1341,[ -8.417145  41.037231]
1342,[ -8.802906  41.70735 ]
1343,[ -8.425428  41.248842]
1344,[ -8.705889  41.38737 ]
1345,[ -7.806858  41.099739]
1346,[ -8.353485  41.196249]
1347,[ -8.230035  41.059188]
1348,[ -8.531217  40.984743]
1349,[ -8.538162  40.922508]
1350,[ -8.402751  41.348364]
1351,[ -8.399727  41.062485]
1352,[ -8.717004  41.371503]
1353,[ -8.534856  40.995498]
1354,[ -8.717307  41.375166]
1355,[ -8.421024  41.519418]
1356,[ -8.56434   41.322723]
1357,[ -8.447439  40.573749]
1358,[ -8.492946  40.334298]
1359,[ -8.53746   41.027709]
1360,[ -8.441085  40.977294]
1361,[ -8.61093   41.283522]
1362,[ -8.7447    41.374599]
1363,[ -8.465133  41.413428]
1364,[ -8.300667  41.156043]
1365,[ -8.679669  41.300079]
1366,[ -7.91238   40.646559]
1367,[ -8.535678  41.270742]
1368,[ -8.724792  41.375613]
1369,[ -8.41671   41.614104]
1370,[ -8.43561   41.649705]
1371,[ -8.483238  41.076033]
1372,[ -7.914915  40.6575  ]
1373,[ -8.554764  41.059017]
1374,[ -9.129042  38.76294 ]
1375,[ -8.570031  40.807881]
1376,[ -8.6643765  41.34231  ]
1377,[ -8.616186   41.2845525]
1378,[ -8.2420155  40.9328415]
1379,[ -8.4344715  41.425299 ]
1380,[ -8.093403  41.312862]
1381,[ -7.833303   41.1540075]
1382,[ -7.7020965  40.42008  ]
1383,[ -8.7373755  41.367456 ]
1384,[ -8.4853575  41.068089 ]
1385,[ -8.300943  41.421897]
1386,[ -8.3879055  41.1567975]
1387,[ -8.5000815  41.257242 ]
1388,[ -8.4770325  41.116491 ]
1389,[ -8.750871  41.454207]
1390,[ -8.6488155  41.415093 ]
1391,[ -8.739513  41.472558]
1392,[ -8.410752  41.150115]
1393,[ -8.1721755  41.691384 ]
1394,[ -8.542368  40.514661]
1395,[ -8.1424305  41.224932 ]
1396,[ -8.6101335  40.8178845]
1397,[ -8.2678185  41.330862 ]
1398,[ -8.3857905  41.618592 ]
1399,[ -8.481771   41.2626015]
1400,[ -8.7121125  41.319648 ]
1401,[ -8.321877  41.15268 ]
1402,[ -8.57862    41.2826895]
1403,[ -7.9561935  41.1098535]
1404,[ -8.3378565  41.4290835]
1405,[ -8.407476  41.268105]
1406,[ -8.48151   41.530356]
1407,[ -8.369478  41.362011]
1408,[ -8.7015195  41.2649865]
1409,[ -8.7768765  41.682609 ]
1410,[ -8.6298705  41.479146 ]
1411,[ -8.7539715  41.396976 ]
1412,[ -8.3215485  41.1938325]
1413,[ -8.546022  41.05017 ]
1414,[ -8.624448   41.5506735]
1415,[ -8.338842   41.3059095]
1416,[ -8.504172   41.4069885]
1417,[ -7.815582   41.1420195]
1418,[ -8.185518   41.1599565]
1419,[ -8.155737   40.9672305]
1420,[ -8.5567275  41.447052 ]
1421,[ -8.6361525  41.311854 ]
1422,[ -8.4191805  41.8435245]
1423,[ -8.558793   40.5373365]
1424,[ -8.6246055  41.324661 ]
1425,[ -7.922403  40.423599]
1426,[ -8.0610795  41.0373675]
1427,[ -8.7503175  41.4095265]
1428,[ -8.5586625  41.263857 ]
1429,[ -8.5420305  40.985298 ]
1430,[ -8.634339  41.95296 ]
1431,[ -8.6230035  40.88646  ]
1432,[ -8.33301    41.2863525]
1433,[ -7.183359   41.4860895]
1434,[ -8.540244   41.0652675]
1435,[ -8.564481  40.984155]
1436,[ -8.5638825  41.347917 ]
1437,[ -8.567424  41.480244]
1438,[ -8.707797  41.541462]
1439,[ -7.8809535  41.158809 ]
1440,[ -8.4712365  40.875678 ]
1441,[ -8.1912375  41.3657775]
1442,[ -8.485371  41.307804]
1443,[ -8.443728  40.268304]
1444,[ -8.559009   40.8658545]
1445,[ -8.450577  41.062482]
1446,[ -7.475733  41.740317]
1447,[ -8.546553   41.0087565]
1448,[ -8.5612185  41.2794945]
1449,[ -8.5078575  40.8833415]
1450,[ -8.619102  41.406327]
1451,[ -8.5371345  41.375178 ]
1452,[ -8.712747   41.3548155]
1453,[ -8.5173165  41.005152 ]
1454,[ -8.531694   40.9888755]
1455,[ -8.3738475  41.4066015]
1456,[ -8.452611  40.891167]
1457,[ -8.502921   41.3733915]
1458,[ -7.6212945  41.261328 ]
1459,[ -8.0744895  41.117562 ]
1460,[ -7.997607  41.22549 ]
1461,[ -8.075367   41.2724565]
1462,[ -7.473186   41.7379725]
1463,[ -8.6205015  42.104061 ]
1464,[ -8.1584055  41.220513 ]
1465,[ -8.6225085  41.322006 ]
1466,[ -8.267067  41.039901]
1467,[ -8.40015   41.373288]
1468,[ -8.526177  40.97547 ]
1469,[ -8.4005595  41.1652485]
1470,[ -8.1183015  41.150151 ]
1471,[ -8.6880015  41.2710255]
1472,[ -8.4339945  40.1988555]
1473,[ -8.534529   41.4098595]
1474,[ -8.762382  41.54292 ]
1475,[ -8.3528685  41.449491 ]
1476,[ -8.4266325  41.305644 ]
1477,[ -8.6844375  39.631707 ]
1478,[ -8.284824  41.448816]
1479,[ -8.583282  41.00103 ]
1480,[ -8.273952   41.3655615]
1481,[ -8.5952925  40.871781 ]
1482,[ -8.5002615  41.418486 ]
1483,[ -8.395227   41.0548095]
1484,[ -8.4620385  41.057019 ]
1485,[ -8.442909   41.5588365]
1486,[ -8.577378   40.9666005]
1487,[ -8.645292  41.2677  ]
1488,[ -7.969662   41.2582995]
1489,[ -8.4361545  40.231458 ]
1490,[ -8.687439   40.4865585]
1491,[ -7.4698425  41.746293 ]
1492,[ -8.4715695  40.919931 ]
1493,[ -8.1510435  41.170608 ]
1494,[ -8.639919  39.392613]
1495,[ -8.1742275  41.480064 ]
1496,[ -8.4997665  41.3840745]
1497,[ -8.345502   41.2599645]
1498,[ -8.4904965  41.086386 ]
1499,[ -8.2913535  41.45823  ]
1500,[ -8.595693  40.997214]
1501,[ -8.804115  39.742551]
1502,[ -8.671446   39.6286875]
1503,[ -8.804646   41.6870505]
1504,[ -8.6618925  41.369265 ]
1505,[ -8.1553005  41.2163955]
1506,[ -8.5435965  41.289408 ]
1507,[ -8.36487   41.357016]
1508,[ -8.416809   41.5565325]
1509,[ -8.4194055  41.249106 ]
1510,[ -8.494641   41.0466915]
1511,[ -8.548884   41.2695135]
1512,[ -7.8854985  41.003712 ]
1513,[ -8.5377195  41.4025515]
1514,[ -8.473338   41.4668475]
1515,[ -8.4529395  40.377258 ]
1516,[ -8.5857705  41.0187285]
1517,[ -8.529075   40.6187775]
1518,[ -8.469603  41.216418]
1519,[ -7.9061625  40.6503495]
1520,[ -8.5227615  41.3129025]
1521,[ -8.4459825  41.378508 ]
1522,[ -8.5702185  40.7491425]
1523,[ -8.2320615  40.686192 ]
1524,[ -8.697879  40.640769]
1525,[ -8.5576185  41.0523435]
1526,[ -8.462124   41.3446275]
1527,[ -8.668809   41.3714655]
1528,[ -8.413623   41.8050495]
1529,[ -8.5539195  41.076324 ]
1530,[ -8.280207   41.2740405]
1531,[ -8.4265965  41.196195 ]
1532,[ -8.736462   41.5258155]
1533,[ -8.5162545  41.320611 ]
1534,[ -8.777925   41.5010205]
1535,[ -8.8129575  41.705973 ]
1536,[ -8.3205225  41.3857215]
1537,[ -8.420976   41.8470795]
1538,[ -8.589411   40.3398045]
1539,[ -8.0133975  41.231574 ]
1540,[ -8.7986565  41.651055 ]
1541,[ -8.45397    40.8847995]
